emp_no,birth_date,first_name,last_name,gender,hire_date,emp_no,title,from_date,to_date
10763,1962-04-15,Giap,Bolsens,M,1987-02-23,10763,"Senior Engineer",1993-02-22,9999-01-01
10764,1953-01-12,Yunming,Beetstra,F,1989-11-27,10764,"Senior Engineer",1998-11-27,9999-01-01
10768,1955-06-24,Ishfaq,Candan,M,1985-07-04,10768,"Senior Engineer",1990-07-04,9999-01-01
10772,1956-01-21,Munehiro,Dayana,M,1987-06-29,10772,"Senior Engineer",1990-02-22,9999-01-01
10774,1958-10-03,Jacqueline,Masand,M,1990-01-26,10774,"Senior Engineer",1995-01-26,9999-01-01
10775,1956-03-12,Xiaoheng,Sluis,M,1988-12-09,10775,"Senior Engineer",1999-12-30,9999-01-01
10777,1955-08-11,Mizuhito,Kemmerer,F,1988-07-05,10777,"Senior Engineer",1996-03-16,2001-03-27
10785,1963-02-09,Keiichiro,Marzano,M,1994-11-11,10785,"Senior Engineer",2001-11-11,9999-01-01
10786,1964-05-19,Patricia,dAstous,M,1989-03-14,10786,"Senior Engineer",1997-06-06,9999-01-01
10791,1954-05-27,Tadahiko,Sgarro,M,1988-07-30,10791,"Senior Engineer",1995-07-31,9999-01-01
10792,1962-09-04,Chinya,Birdsall,M,1985-08-10,10792,"Senior Engineer",1992-08-10,1993-12-20
10793,1960-08-27,Oksana,Roisin,F,1987-10-02,10793,"Senior Engineer",1990-09-18,9999-01-01
10798,1961-07-18,Elliott,Bednarek,M,1992-02-09,10798,"Senior Engineer",2001-09-21,9999-01-01
10799,1957-11-21,Gad,Griswold,F,1988-06-06,10799,"Senior Engineer",1995-03-01,9999-01-01
10800,1961-12-15,Yuchang,Matzke,M,1993-05-20,10800,"Senior Engineer",1998-05-20,9999-01-01
10802,1960-10-27,Masato,Setlzner,M,1985-08-24,10802,"Senior Engineer",1990-08-24,9999-01-01
10803,1952-09-15,Katsuyuki,Velasco,F,1988-04-20,10803,"Senior Engineer",1997-04-20,2002-04-02
10808,1955-09-11,Chenxi,Leijenhorst,M,1987-03-07,10808,"Senior Engineer",1987-03-07,9999-01-01
10809,1962-01-06,Shim,Feldhoffer,F,1987-03-04,10809,"Senior Engineer",1994-02-24,9999-01-01
10819,1957-02-19,Pascal,Sooriamurthi,M,1986-08-02,10819,"Senior Engineer",1993-08-02,1999-12-28
10822,1956-08-02,Masaru,Passino,F,1986-01-11,10822,"Senior Engineer",1992-01-11,9999-01-01
10825,1958-03-27,Fan,Fairtlough,M,1985-12-30,10825,"Senior Engineer",1998-12-04,9999-01-01
10826,1952-12-06,Arnd,Anandan,M,1993-01-22,10826,"Senior Engineer",1993-01-22,9999-01-01
10838,1957-10-19,Deniz,Ramras,M,1990-04-11,10838,"Senior Engineer",2001-04-26,9999-01-01
10840,1961-04-26,Mohammad,Koshino,M,1993-06-04,10840,"Senior Engineer",1998-06-04,9999-01-01
10842,1961-08-29,Berni,Sanella,F,1986-07-14,10842,"Senior Engineer",1991-07-14,1998-06-27
10843,1961-09-05,Honesty,Smeets,M,1990-04-26,10843,"Senior Engineer",1998-04-26,9999-01-01
10845,1960-12-24,Hidde,Tasistro,F,1988-06-30,10845,"Senior Engineer",2002-01-25,9999-01-01
10846,1952-06-27,Tokuyasu,Serre,M,1994-01-26,10846,"Senior Engineer",1995-01-17,9999-01-01
10848,1954-07-16,Fen,Bratsberg,F,1985-04-20,10848,"Senior Engineer",1992-04-20,9999-01-01
10858,1952-10-01,Kenroku,Gonthier,M,1996-08-15,10858,"Senior Engineer",2002-01-01,9999-01-01
10861,1962-02-27,Howell,Baek,M,1989-06-10,10861,"Senior Engineer",1989-06-10,1992-04-12
10863,1962-08-05,Byong,Bhattacharjee,M,1985-12-25,10863,"Senior Engineer",1991-12-25,9999-01-01
10868,1959-05-11,Houman,Unno,F,1990-03-20,10868,"Senior Engineer",1999-03-20,9999-01-01
10870,1956-07-23,Shahid,Leppanen,F,1988-01-13,10870,"Senior Engineer",1988-01-13,9999-01-01
10874,1958-01-18,Mahmut,Borstler,M,1986-04-22,10874,"Senior Engineer",1992-04-21,9999-01-01
10875,1958-10-27,Filipp,Suri,F,1988-05-19,10875,"Senior Engineer",1988-05-19,9999-01-01
10879,1953-08-18,Muzhong,Chleq,F,1985-08-15,10879,"Senior Engineer",1985-08-15,9999-01-01
10880,1962-02-11,Weiye,Nitsche,M,1986-04-20,10880,"Senior Engineer",1997-01-10,9999-01-01
10884,1958-03-07,Teunis,Kleiser,F,1993-04-15,10884,"Senior Engineer",1998-04-15,9999-01-01
10886,1964-09-30,Sushant,Begiun,M,1995-03-26,10886,"Senior Engineer",2000-03-25,9999-01-01
10887,1953-01-16,Lunjin,DeMori,M,1989-03-16,10887,"Senior Engineer",1989-03-17,9999-01-01
10898,1961-11-10,Munenori,Markovitch,F,1986-04-10,10898,"Senior Engineer",1993-01-08,9999-01-01
10900,1955-07-18,Ferdinand,Prenel,F,1995-09-07,10900,"Senior Engineer",1995-09-07,9999-01-01
10904,1959-08-28,Debatosh,Colorni,F,1993-04-16,10904,"Senior Engineer",1999-04-16,9999-01-01
10905,1961-04-30,Jianhui,Aloia,M,1985-02-28,10905,"Senior Engineer",1985-02-28,1986-03-07
10909,1954-11-11,Georgi,Atchley,M,1985-04-21,10909,"Senior Engineer",2000-12-26,9999-01-01
10911,1959-07-22,Shay,Casley,M,1988-06-25,10911,"Senior Engineer",1988-06-25,9999-01-01
10915,1961-03-11,Valery,Skafidas,M,1987-12-06,10915,"Senior Engineer",1999-10-28,9999-01-01
10917,1956-05-10,Tesuya,Slaats,F,1987-12-03,10917,"Senior Engineer",1998-01-30,9999-01-01
10921,1955-07-20,Mara,Bahi,F,1986-07-27,10921,"Senior Engineer",1995-07-27,9999-01-01
10926,1954-10-13,Leni,Eppinger,F,1990-04-30,10926,"Senior Engineer",1995-04-30,9999-01-01
10930,1954-01-13,Arch,Minakawa,M,1990-08-09,10930,"Senior Engineer",1998-11-22,9999-01-01
10932,1955-11-19,Avishai,Picci,F,1994-09-09,10932,"Senior Engineer",1999-09-09,9999-01-01
10933,1965-01-24,Juyoung,Seghrouchni,F,1993-08-02,10933,"Senior Engineer",1993-08-02,9999-01-01
10937,1964-09-11,Anyuan,Nanard,M,1987-08-29,10937,"Senior Engineer",1994-06-16,9999-01-01
10943,1955-11-19,Berna,Skafidas,M,1988-02-19,10943,"Senior Engineer",1999-05-22,9999-01-01
10944,1952-05-25,Remko,Zyda,M,1991-05-24,10944,"Senior Engineer",1995-09-07,9999-01-01
10945,1959-09-25,Kazuhiro,Kushnir,F,1990-07-04,10945,"Senior Engineer",2001-04-04,9999-01-01
10948,1952-12-23,Shigehito,Brodie,M,1996-09-30,10948,"Senior Engineer",1996-09-30,1997-06-23
10950,1958-12-07,Sushant,Staylopatis,M,1996-06-08,10950,"Senior Engineer",1996-06-08,1998-01-13
10952,1958-08-26,Inderjeet,Bharadwaj,M,1986-07-22,10952,"Senior Engineer",1986-07-22,1988-04-26
10958,1958-11-07,Huican,Katalagarianos,M,1988-11-27,10958,"Senior Engineer",1993-11-27,9999-01-01
10961,1957-03-28,Weiwu,Choobineh,M,1986-05-14,10961,"Senior Engineer",1999-11-04,9999-01-01
10967,1962-10-01,Eran,Adachi,M,1993-08-01,10967,"Senior Engineer",1998-08-01,9999-01-01
10969,1954-09-05,Premal,Noriega,M,1988-08-22,10969,"Senior Engineer",1994-05-12,9999-01-01
10972,1961-10-05,Fumiko,Asser,F,1987-06-06,10972,"Senior Engineer",1996-06-05,9999-01-01
10973,1961-10-02,Valdiodio,Raczkowsky,M,1989-03-05,10973,"Senior Engineer",1995-03-05,9999-01-01
10974,1952-03-07,Muneo,Papsdorf,M,1985-11-25,10974,"Senior Engineer",1999-05-17,9999-01-01
10975,1962-07-27,Peternela,Birnbaum,F,1986-10-31,10975,"Senior Engineer",1998-03-30,9999-01-01
10978,1962-09-24,Huiqun,Bellone,M,1985-05-18,10978,"Senior Engineer",1990-05-18,9999-01-01
10979,1959-09-11,Elrique,Raney,F,1986-01-27,10979,"Senior Engineer",1993-01-27,9999-01-01
10980,1963-11-10,Filipp,Munawer,M,1989-01-04,10980,"Senior Engineer",1997-01-04,9999-01-01
10983,1961-08-09,Somnath,Parascandalo,F,1988-02-22,10983,"Senior Engineer",1997-02-21,9999-01-01
10984,1962-11-10,Pranjal,Billawala,F,1988-07-09,10984,"Senior Engineer",1988-07-09,1993-05-14
10988,1955-06-24,Chinya,Deyuan,M,1985-06-19,10988,"Senior Engineer",1985-06-19,9999-01-01
10993,1958-11-17,Arve,Erde,F,1992-05-29,10993,"Senior Engineer",2000-05-29,9999-01-01
11000,1960-09-12,Alain,Bonifati,M,1988-08-20,11000,"Senior Engineer",1996-01-28,9999-01-01
11001,1956-04-16,Baziley,Buchter,F,1987-02-23,11001,"Senior Engineer",1992-02-23,9999-01-01
11003,1960-11-13,Mariangiola,Gulla,M,1987-05-24,11003,"Senior Engineer",2001-05-24,9999-01-01
11004,1954-08-05,JoAnna,Decleir,F,1992-01-19,11004,"Senior Engineer",1998-01-18,9999-01-01
11017,1959-11-23,Jovan,Sanella,F,1992-07-28,11017,"Senior Engineer",2002-07-08,9999-01-01
11019,1954-09-06,Leon,Huttel,M,1985-02-04,11019,"Senior Engineer",1997-05-24,9999-01-01
11020,1957-03-18,Weiwu,Encarnacion,M,1988-03-25,11020,"Senior Engineer",1988-03-25,9999-01-01
11026,1957-11-24,Heon,Ossenbruggen,M,1991-11-08,11026,"Senior Engineer",1996-11-07,9999-01-01
11027,1955-12-13,Remzi,Cappello,M,1986-05-07,11027,"Senior Engineer",1996-05-06,9999-01-01
11028,1952-02-23,Miyeon,Krider,M,1986-06-18,11028,"Senior Engineer",1991-06-18,1997-09-04
11033,1957-03-01,Shushma,Bahk,F,1990-10-02,11033,"Senior Engineer",1998-03-14,9999-01-01
11037,1952-05-22,Lansing,Maliniak,M,1988-01-28,11037,"Senior Engineer",1995-01-28,9999-01-01
11041,1964-01-12,Stamatina,Matheson,M,1985-08-12,11041,"Senior Engineer",1995-01-24,9999-01-01
11042,1955-07-13,Gou,Breugel,F,1988-06-26,11042,"Senior Engineer",2000-06-21,9999-01-01
11045,1957-04-28,Chikako,Schueller,F,1985-08-09,11045,"Senior Engineer",1994-08-09,1996-09-29
11051,1952-10-06,Przemyslawa,Erol,F,1985-08-09,11051,"Senior Engineer",2000-03-26,9999-01-01
11054,1960-09-28,Utpal,Krohn,M,1986-07-18,11054,"Senior Engineer",1986-07-18,1987-09-25
11059,1962-05-26,Shawna,Jarecki,F,1986-11-17,11059,"Senior Engineer",1992-11-16,9999-01-01
11062,1956-11-07,Shay,Rettelbach,F,1990-10-18,11062,"Senior Engineer",1999-10-18,9999-01-01
11064,1952-08-10,Shawna,Vieri,F,1990-02-28,11064,"Senior Engineer",2002-02-27,9999-01-01
11065,1957-06-12,Filipe,Rathonyi,M,1985-11-14,11065,"Senior Engineer",1991-11-14,9999-01-01
11070,1952-06-30,Adib,Raney,M,1985-07-24,11070,"Senior Engineer",1991-07-24,9999-01-01
11071,1954-07-18,Kwan,Sigstam,F,1992-05-23,11071,"Senior Engineer",2001-05-23,9999-01-01
11073,1959-05-28,Yuriy,Clemencon,M,1986-08-18,11073,"Senior Engineer",2000-10-22,9999-01-01
11075,1954-10-28,Karsten,Belinskaya,F,1996-10-29,11075,"Senior Engineer",1998-05-06,9999-01-01
11078,1959-12-10,Beshir,Chenoweth,M,1990-01-07,11078,"Senior Engineer",2002-06-05,9999-01-01
11079,1952-09-18,Piyush,Garigliano,M,1993-10-09,11079,"Senior Engineer",2001-05-26,9999-01-01
11080,1956-12-27,Sanjai,Puppe,M,1988-07-04,11080,"Senior Engineer",1993-07-04,9999-01-01
11084,1955-07-03,Greger,Senzako,M,1990-05-31,11084,"Senior Engineer",1999-05-31,9999-01-01
11085,1953-09-08,Hailing,Thummel,M,1986-11-27,11085,"Senior Engineer",1996-02-10,9999-01-01
11087,1954-05-17,Changho,Jayawardene,M,1994-10-10,11087,"Senior Engineer",1998-03-18,9999-01-01
11088,1956-11-14,Sadun,Hennings,M,1989-08-25,11088,"Senior Engineer",2000-04-09,9999-01-01
11096,1962-02-21,Shugo,Zallocco,F,1986-12-12,11096,"Senior Engineer",1994-06-08,9999-01-01
11103,1960-12-10,Sanjai,Penttonen,M,1989-03-15,11103,"Senior Engineer",1994-03-15,9999-01-01
11104,1961-05-06,Hein,Swan,M,1993-09-20,11104,"Senior Engineer",1998-09-20,9999-01-01
11105,1956-12-17,Holgard,McAlpine,M,1990-01-13,11105,"Senior Engineer",1995-01-13,9999-01-01
11106,1955-02-23,Aris,Iwayama,F,1985-08-31,11106,"Senior Engineer",1997-08-30,9999-01-01
11115,1958-06-27,Sahrah,Demos,M,1998-11-03,11115,"Senior Engineer",1999-01-13,9999-01-01
11116,1960-06-08,Sverrir,Milicic,M,1992-10-23,11116,"Senior Engineer",1999-10-24,9999-01-01
11121,1953-02-13,Vugranam,Kakkad,F,1987-02-21,11121,"Senior Engineer",1999-11-01,9999-01-01
11128,1956-06-16,Shunichi,Pusterhofer,F,1988-10-04,11128,"Senior Engineer",1988-10-04,9999-01-01
11129,1964-08-17,Goncalo,Pulkowski,M,1993-10-26,11129,"Senior Engineer",1994-08-24,1995-12-02
11132,1952-08-01,Kristin,Harnett,M,1994-08-30,11132,"Senior Engineer",1999-08-30,9999-01-01
11134,1954-05-15,Sachar,Rajcani,F,1988-05-26,11134,"Senior Engineer",2002-05-19,9999-01-01
11136,1964-06-01,Gladys,Luiz,M,1986-02-04,11136,"Senior Engineer",1999-12-06,9999-01-01
11141,1957-08-20,Vasiliy,Kermarrec,F,1989-12-28,11141,"Senior Engineer",1998-02-12,9999-01-01
11142,1964-11-19,Moheb,Raney,M,1985-07-13,11142,"Senior Engineer",1998-11-04,9999-01-01
11151,1958-06-27,Gor,Reinhard,M,1985-03-20,11151,"Senior Engineer",1994-06-16,9999-01-01
11152,1962-11-13,Georgy,Walstra,F,1988-02-18,11152,"Senior Engineer",1997-07-17,2000-04-13
11158,1952-02-23,Masaki,Hagimont,M,1996-04-20,11158,"Senior Engineer",2002-04-20,9999-01-01
11160,1956-08-05,Anwar,Nivat,F,1987-05-07,11160,"Senior Engineer",1987-05-07,1991-04-12
11161,1957-01-30,Ung,Ashish,M,1988-05-31,11161,"Senior Engineer",1993-05-31,9999-01-01
11162,1953-03-25,Kauko,Narlikar,F,1985-03-28,11162,"Senior Engineer",1990-03-28,9999-01-01
11165,1957-06-07,Kolar,Pietrzykowski,M,1995-04-30,11165,"Senior Engineer",1995-04-30,9999-01-01
11167,1957-01-04,Morris,Zschoche,F,1989-05-07,11167,"Senior Engineer",1990-01-10,9999-01-01
11169,1956-06-02,Moss,Serra,M,1987-02-22,11169,"Senior Engineer",1996-02-22,1998-08-25
11170,1952-05-05,Minghong,Cannard,M,1989-12-29,11170,"Senior Engineer",1990-06-20,9999-01-01
11173,1957-12-26,Tooru,Warwick,M,1988-07-03,11173,"Senior Engineer",1998-05-21,9999-01-01
11176,1964-12-06,Mingzeng,Heinisuo,M,1985-06-15,11176,"Senior Engineer",1985-06-15,2002-04-04
11177,1954-04-09,Chrisa,dAstous,M,1998-04-05,11177,"Senior Engineer",1999-09-11,9999-01-01
11180,1952-11-07,Mitsuyuki,Bojadziev,F,1986-06-11,11180,"Senior Engineer",1992-06-10,9999-01-01
11182,1962-10-29,Tze,Steinauer,M,1987-08-31,11182,"Senior Engineer",1992-08-30,9999-01-01
11183,1960-06-26,Herbert,Serdy,M,1990-12-28,11183,"Senior Engineer",1995-12-28,9999-01-01
11186,1953-07-15,Kshitij,Stasinski,M,1994-12-10,11186,"Senior Engineer",2000-12-09,9999-01-01
11188,1956-03-13,Kazuyasu,Kushner,F,1987-04-23,11188,"Senior Engineer",1993-04-22,9999-01-01
11194,1957-10-18,Giap,Tempesti,M,1987-10-25,11194,"Senior Engineer",1987-10-25,9999-01-01
11195,1953-09-04,Masanao,Lovengreen,M,1991-06-13,11195,"Senior Engineer",1991-06-13,1999-05-16
11196,1958-05-13,Gennadi,Breugel,M,1992-11-17,11196,"Senior Engineer",1998-11-17,9999-01-01
11211,1952-12-11,Yurij,Rissland,M,1985-09-17,11211,"Senior Engineer",1985-09-17,9999-01-01
11217,1954-07-01,Kellie,Mawatari,M,1987-09-22,11217,"Senior Engineer",1990-03-11,9999-01-01
11219,1956-05-20,Youpyo,Heuter,M,1991-01-08,11219,"Senior Engineer",1998-01-08,9999-01-01
11223,1958-11-10,Weicheng,Crelier,M,1985-05-16,11223,"Senior Engineer",1987-07-26,1998-04-09
11225,1963-04-25,Maria,Schicker,M,1990-09-11,11225,"Senior Engineer",1996-10-17,9999-01-01
11229,1953-10-20,Gretta,Ramamoorthy,M,1991-07-26,11229,"Senior Engineer",2000-07-25,9999-01-01
11230,1956-12-28,Yakichi,Tzvieli,M,1990-12-06,11230,"Senior Engineer",1999-04-20,1999-11-01
11233,1952-05-08,Sanjit,Waschkowski,F,1991-06-17,11233,"Senior Engineer",1998-12-14,9999-01-01
11234,1961-06-17,Tooru,Vingron,M,1990-08-21,11234,"Senior Engineer",1990-08-21,9999-01-01
11235,1964-11-13,Larisa,Schueller,F,1988-05-31,11235,"Senior Engineer",1998-11-09,9999-01-01
11236,1963-01-27,Marek,Orlowska,M,1994-03-24,11236,"Senior Engineer",2002-03-23,9999-01-01
11238,1962-12-28,Kwan,Chenoweth,M,1988-09-24,11238,"Senior Engineer",1988-09-24,9999-01-01
11245,1960-03-24,Jaideep,Pews,F,1994-11-25,11245,"Senior Engineer",1994-11-25,9999-01-01
11250,1957-08-15,Sverrir,Cusworth,M,1992-06-30,11250,"Senior Engineer",1994-07-08,9999-01-01
11252,1959-11-04,Rutger,Dulin,M,1986-01-15,11252,"Senior Engineer",1998-07-31,9999-01-01
11253,1952-09-11,Koldo,Pokrovskii,M,1992-05-22,11253,"Senior Engineer",2000-05-22,9999-01-01
11261,1963-09-05,Claudi,Demri,F,1987-12-06,11261,"Senior Engineer",1994-12-06,9999-01-01
11263,1961-09-09,Kwangjo,Fiebach,M,1989-08-15,11263,"Senior Engineer",1998-08-15,9999-01-01
11264,1964-03-15,Uma,Oehlmann,F,1986-10-09,11264,"Senior Engineer",1992-10-08,9999-01-01
11266,1955-08-09,Florina,Rohrbach,M,1995-04-04,11266,"Senior Engineer",2002-05-12,9999-01-01
11267,1955-10-18,Shaunak,Zaumen,M,1989-06-14,11267,"Senior Engineer",1996-04-09,9999-01-01
11268,1954-05-14,Aimee,Petersohn,F,1985-05-17,11268,"Senior Engineer",1995-10-25,9999-01-01
11275,1955-10-18,Hitomi,Eppinger,F,1987-05-26,11275,"Senior Engineer",1998-04-25,9999-01-01
11289,1953-03-20,Chuanti,Cherinka,M,1989-02-22,11289,"Senior Engineer",1996-02-23,9999-01-01
11291,1953-11-01,Gino,Glowinski,M,1985-10-20,11291,"Senior Engineer",1985-10-20,2001-04-15
11292,1953-05-18,Souichi,Sichman,F,1989-02-11,11292,"Senior Engineer",1996-02-12,9999-01-01
11293,1958-10-12,Naftali,Birge,F,1992-08-08,11293,"Senior Engineer",1992-08-08,1998-03-13
11294,1954-06-11,Tru,Segond,F,1989-06-13,11294,"Senior Engineer",1999-06-13,9999-01-01
11296,1954-12-24,Hironobu,Kenevan,M,1989-09-26,11296,"Senior Engineer",1994-09-26,9999-01-01
11298,1956-08-08,Jiong,Alvarado,M,1991-12-13,11298,"Senior Engineer",1998-02-03,9999-01-01
11299,1961-02-06,Christfried,Tokunaga,M,1985-04-27,11299,"Senior Engineer",1994-11-24,9999-01-01
11303,1957-04-27,Jaewoo,Usery,M,1986-11-05,11303,"Senior Engineer",1986-11-05,9999-01-01
11321,1959-06-25,Heping,Fontan,M,1995-03-18,11321,"Senior Engineer",1996-04-05,9999-01-01
11322,1952-07-19,Nathalie,Pocchiola,F,1985-02-08,11322,"Senior Engineer",1999-07-08,9999-01-01
11324,1953-11-16,Kauko,Billingsley,F,1985-08-29,11324,"Senior Engineer",1985-08-29,9999-01-01
11326,1952-09-15,Munenori,Plesums,F,1990-02-19,11326,"Senior Engineer",1999-02-19,9999-01-01
11327,1959-07-20,Irena,Krohm,M,1990-05-02,11327,"Senior Engineer",1996-05-01,9999-01-01
11332,1956-02-26,Gunilla,Coney,M,1989-09-27,11332,"Senior Engineer",1989-09-27,9999-01-01
11339,1954-06-05,Flemming,Massonet,M,1987-05-09,11339,"Senior Engineer",1989-12-19,9999-01-01
11340,1952-12-04,Aris,Bala,M,1991-09-11,11340,"Senior Engineer",1998-09-11,9999-01-01
11341,1962-07-13,Heng,Ranka,M,1989-03-22,11341,"Senior Engineer",1997-12-14,2001-12-22
11343,1954-09-10,Susanne,Erez,M,1989-02-27,11343,"Senior Engineer",1995-02-27,9999-01-01
11347,1954-12-27,Anneli,Jonsson,M,1986-04-20,11347,"Senior Engineer",1992-04-19,9999-01-01
11350,1956-10-22,Zito,Moehrke,M,1985-07-21,11350,"Senior Engineer",1997-07-20,9999-01-01
11352,1961-09-26,Toney,Terekhov,M,1985-11-25,11352,"Senior Engineer",1992-11-25,9999-01-01
11356,1959-12-31,Hercules,Gerlach,M,1985-10-26,11356,"Senior Engineer",1994-12-04,9999-01-01
11358,1960-04-21,Nevin,Petereit,F,1990-06-02,11358,"Senior Engineer",1998-06-02,1998-07-05
11361,1962-12-07,Zhonghui,Birdsall,M,1987-08-03,11361,"Senior Engineer",1995-08-03,9999-01-01
11362,1963-11-24,Tooru,Hockney,M,1985-02-10,11362,"Senior Engineer",1994-10-29,9999-01-01
11366,1961-01-15,Yinlin,Rajaraman,M,1993-02-09,11366,"Senior Engineer",1993-02-09,9999-01-01
11370,1956-12-21,Marek,Erie,M,1989-08-22,11370,"Senior Engineer",1998-08-22,9999-01-01
11371,1956-05-17,Tadahiko,Masamoto,M,1988-12-25,11371,"Senior Engineer",1998-12-25,9999-01-01
11378,1959-07-30,Masamitsu,Katiyar,F,1986-01-03,11378,"Senior Engineer",1991-01-03,9999-01-01
11380,1952-04-23,Kenroku,Pelc,M,1988-03-03,11380,"Senior Engineer",2001-04-18,9999-01-01
11382,1962-04-04,Akemi,Otillio,M,1991-06-04,11382,"Senior Engineer",1997-06-03,9999-01-01
11386,1954-09-27,Alselm,Assaf,F,1987-11-30,11386,"Senior Engineer",1993-11-29,9999-01-01
11388,1958-08-03,Rosine,Gerteisen,M,1985-12-20,11388,"Senior Engineer",1991-12-20,9999-01-01
11390,1962-03-22,Masali,Ambroszkiewicz,M,1990-12-19,11390,"Senior Engineer",1990-12-19,1992-02-26
11393,1954-05-17,Junsik,Junot,M,1985-04-30,11393,"Senior Engineer",1992-04-30,9999-01-01
11405,1960-09-22,Clyde,Kobuchi,F,1993-04-14,11405,"Senior Engineer",2000-04-14,9999-01-01
11419,1957-07-19,Leaf,Terkki,M,1996-04-13,11419,"Senior Engineer",1996-04-13,1998-06-28
11421,1953-11-07,Josyula,Msuda,F,1986-09-02,11421,"Senior Engineer",1995-09-02,9999-01-01
11425,1955-11-20,Renee,Crelier,M,1990-08-27,11425,"Senior Engineer",1990-08-27,9999-01-01
11432,1965-01-15,Yongmao,Zwicker,M,1987-10-19,11432,"Senior Engineer",1996-10-18,1997-09-13
11442,1956-05-01,Leucio,Rindone,F,1987-06-22,11442,"Senior Engineer",1996-06-21,9999-01-01
11444,1963-11-17,Sangeeta,Leuchs,M,1992-01-01,11444,"Senior Engineer",1996-12-31,9999-01-01
11445,1963-01-02,Lijie,Denny,M,1997-04-25,11445,"Senior Engineer",1997-06-11,2001-02-23
11446,1954-06-20,Naftali,Narahara,M,1989-02-09,11446,"Senior Engineer",1999-04-06,9999-01-01
11447,1961-07-23,Rasiah,Billawala,M,1985-09-18,11447,"Senior Engineer",1985-09-18,9999-01-01
11449,1955-03-30,Kotesh,Asser,M,1986-08-27,11449,"Senior Engineer",2000-02-03,9999-01-01
11450,1964-04-12,Wanqing,Glinert,M,1987-06-04,11450,"Senior Engineer",1995-10-07,2000-07-13
11451,1955-05-05,Eben,Rajaraman,M,1990-05-20,11451,"Senior Engineer",1990-05-20,9999-01-01
11454,1961-08-07,Yolla,Zedlitz,M,1990-01-02,11454,"Senior Engineer",1998-07-12,9999-01-01
11460,1955-11-19,Mana,Maraist,M,1992-03-14,11460,"Senior Engineer",2001-05-28,9999-01-01
11461,1955-04-18,Kish,Cronau,M,1986-08-19,11461,"Senior Engineer",1992-08-18,1997-07-20
11465,1956-08-21,Tomoyuki,Porenta,M,1985-07-14,11465,"Senior Engineer",1993-07-14,9999-01-01
11466,1964-01-04,Naftali,Koshino,F,1986-05-03,11466,"Senior Engineer",1995-07-02,9999-01-01
11469,1952-12-01,Guttorm,Giaccio,M,1988-05-23,11469,"Senior Engineer",1999-09-08,9999-01-01
11485,1959-06-27,Nahid,Khalil,M,1991-10-04,11485,"Senior Engineer",2000-10-12,9999-01-01
11488,1962-11-18,Houman,Veldwijk,M,1987-08-25,11488,"Senior Engineer",1994-08-25,9999-01-01
11491,1960-12-13,Maha,Matteis,M,1988-11-08,11491,"Senior Engineer",1995-11-09,9999-01-01
11492,1962-07-02,Menkae,Mikschl,F,1994-03-15,11492,"Senior Engineer",2000-05-21,9999-01-01
11498,1957-07-21,Shigenori,Rabehasaina,M,1994-01-19,11498,"Senior Engineer",1994-01-19,2000-02-25
11500,1960-11-06,Ranan,Weedon,M,1991-05-07,11500,"Senior Engineer",1998-05-07,9999-01-01
11503,1953-08-01,Nathan,Picht,F,1993-01-25,11503,"Senior Engineer",2002-04-09,9999-01-01
11504,1962-06-16,Saeed,Ananiadou,F,1990-09-30,11504,"Senior Engineer",1996-09-29,9999-01-01
11505,1963-11-15,Shietung,Billingsley,M,1988-12-22,11505,"Senior Engineer",1998-06-11,9999-01-01
11509,1954-06-18,Aleksander,Feldhoffer,M,1987-11-12,11509,"Senior Engineer",1992-11-11,9999-01-01
11512,1962-09-24,Nidapan,Hagimont,F,1987-09-01,11512,"Senior Engineer",1992-08-31,9999-01-01
11514,1963-08-17,Georgy,Iwayama,M,1988-07-30,11514,"Senior Engineer",1998-05-14,9999-01-01
11524,1955-10-26,Xiadong,Standera,M,1988-09-20,11524,"Senior Engineer",1996-07-05,9999-01-01
11532,1958-03-01,Shahab,Cromarty,M,1991-12-01,11532,"Senior Engineer",2000-11-30,9999-01-01
11536,1959-10-07,Mahmut,Pintelas,F,1991-09-06,11536,"Senior Engineer",1999-09-06,9999-01-01
11538,1958-09-29,Dekang,Bage,M,1987-03-24,11538,"Senior Engineer",1993-03-23,9999-01-01
11540,1954-01-26,Chanjung,Portugali,M,1993-02-09,11540,"Senior Engineer",2002-07-02,9999-01-01
11543,1959-07-21,Takahiro,Krohm,M,1987-04-01,11543,"Senior Engineer",1997-03-31,9999-01-01
11545,1962-08-01,Bartek,Lieblein,F,1986-09-19,11545,"Senior Engineer",1986-09-19,9999-01-01
11551,1962-08-28,Subhrajyoti,Gonthier,M,1985-04-21,11551,"Senior Engineer",1986-05-09,9999-01-01
11559,1961-06-08,Jaihie,Nollmann,F,1990-12-17,11559,"Senior Engineer",1997-12-17,9999-01-01
