emp_no,birth_date,first_name,last_name,gender,hire_date
499536,1958-06-11,Nitsan,Plumb,M,1990-03-04
499535,1959-04-28,Lein,Dalphin,M,1987-01-19
499534,1962-01-22,Arvin,Gulak,M,1993-12-18
499533,1959-03-12,Shahid,Pollacia,M,1988-04-01
499532,1962-07-23,Masadi,Collette,F,1991-05-28
499531,1963-11-07,Itzchak,Perri,M,1991-02-09
499530,1959-09-25,Elzbieta,Yamaashi,M,1985-02-22
499529,1958-05-06,Parto,Kambil,M,1995-03-08
499528,1957-03-06,Guozhong,Hiraishi,F,1992-10-03
499527,1963-08-23,Vojin,Turnbull,F,1990-10-02
499526,1954-12-03,Josyula,Zumaque,F,1991-06-04
499525,1959-09-07,Sadok,Pardalos,M,1992-05-21
499524,1958-12-01,Jagoda,Schahn,M,1995-08-30
499523,1955-10-08,Anyuan,Menyhert,M,1985-02-10
499522,1963-10-06,Shahid,Beilner,M,1989-10-10
499521,1963-01-31,Basem,Vural,M,1985-11-08
499520,1963-05-12,Claudi,Bugaenko,M,1990-02-14
499519,1952-08-01,Tamiya,Monarch,M,1987-10-13
499518,1953-08-20,Ulf,Edelhoff,F,1997-04-12
499517,1959-03-24,Alexius,Naudin,F,1992-06-14
499516,1954-03-19,Goncalo,Kampfer,F,1988-07-27
499515,1960-12-18,Gay,Gilg,M,1986-02-03
499514,1958-11-03,Heeju,Heping,M,1994-09-25
499513,1955-06-19,JoAnna,Rabejac,F,1996-06-01
499512,1957-03-15,Gennadi,Talmon,M,1991-10-27
499511,1957-07-14,Gonzalo,Tokunaga,M,1997-05-05
499510,1963-11-30,JoAnna,Straney,M,1994-10-06
499509,1957-07-10,Shai,Malinowski,F,1986-09-24
499508,1956-11-02,Jinxi,Constantine,F,1995-06-25
499507,1962-04-28,Mong,Staelin,M,1996-10-04
499506,1964-06-03,Divier,Khasidashvili,F,1996-08-18
499505,1960-10-16,Berna,Ghalwash,M,1992-12-20
499504,1956-05-10,Odinaldo,Perz,F,1986-09-27
499503,1953-11-28,Arra,Karner,M,1987-08-02
499502,1961-07-15,Doohun,Pelz,M,1985-07-21
499501,1955-05-07,Reinhard,Narlikar,M,1996-01-23
499500,1956-07-26,Manu,Streng,M,1995-02-11
499499,1957-09-10,Ferdinand,Unno,M,1989-02-18
499498,1957-06-20,Stabislas,Sinicrope,M,1991-03-29
499497,1956-08-26,Masato,Beausoleil,F,1987-05-27
499496,1952-07-08,Demin,Oskamp,M,1988-01-07
499495,1965-01-14,Baoqiu,Kakkar,M,1987-07-16
499494,1954-07-27,Golgen,Kawashimo,F,1995-12-27
499493,1956-10-30,Jeong,Nourani,M,1993-03-11
499492,1962-05-27,Mani,Talmor,F,1986-01-12
499491,1953-03-09,Karoline,Seuren,M,1992-02-11
499490,1963-08-29,Van,Avouris,M,1990-07-05
499489,1956-09-28,Manu,Lienhardt,M,1985-04-04
499488,1962-05-09,Candida,Babu,M,1992-06-13
499487,1963-08-06,Felicidad,Hatcliff,F,1986-02-28
499486,1953-11-06,Sumali,Dayana,F,1985-05-10
499485,1963-08-29,Seongbin,Halloran,M,1995-01-16
499484,1962-06-16,Mads,Vigier,M,1988-12-11
499483,1960-11-28,Boaz,Kroon,M,1990-12-11
499482,1956-02-13,Nectarios,Fujisaki,F,1989-12-08
499481,1959-03-05,Masamitsu,Matheson,M,1990-02-27
499480,1958-06-07,Kankanahalli,Silva,M,1993-06-30
499479,1959-03-29,Xiaoshan,Sigstam,F,1986-02-03
499478,1956-07-05,Leandro,Toyoshima,F,1990-11-05
499477,1954-02-18,Zita,Ishibashi,M,1993-11-02
499476,1963-04-14,Kazunori,Peyn,M,1990-07-21
499475,1962-06-18,Suvo,Baig,M,1994-10-03
499474,1953-12-12,Mohamadou,Danley,M,1986-05-15
499473,1961-10-31,Kerryn,Lorcy,F,1988-07-09
499472,1956-05-22,Kwee,Chenney,M,1992-02-08
499471,1962-04-25,Ekawit,Gilg,M,1988-04-24
499470,1959-05-19,Huican,Gelosh,M,1989-05-02
499469,1960-04-15,Dayanand,Brlek,F,1985-11-14
499468,1957-05-29,Haldun,Kakkad,M,1987-02-23
499467,1958-08-23,Yoshinari,Hanabata,M,1990-04-15
499466,1962-01-12,Gilbert,Hinsberger,F,1989-12-04
499465,1964-08-11,Fuqing,Panwar,M,1990-12-27
499464,1952-08-03,Alassane,Tiemann,M,1988-12-21
499463,1958-10-08,Hitomi,Joslin,M,1991-02-24
499462,1957-06-09,Steen,Schonegge,M,1991-08-05
499461,1956-06-26,Karoline,Dolinsky,M,1990-05-12
499460,1957-01-17,Susanna,Lupu,F,1985-07-09
499459,1956-02-27,Reuven,Avouris,F,1997-02-03
499458,1955-12-31,Zhilian,Taubman,M,1991-08-08
499457,1959-07-25,Abdelghani,Esposito,M,1991-04-18
499456,1955-12-01,Stamatina,Melski,M,1987-08-03
499455,1956-08-24,Shahid,Perna,M,1992-05-27
499454,1963-10-07,Sachio,Cannane,M,1994-02-13
499453,1952-03-19,Alper,Peck,F,1985-03-03
499452,1962-03-08,Sachin,Baja,F,1990-01-14
499451,1953-04-28,Marko,Goldhammer,M,1986-10-19
499450,1963-04-23,Chaosheng,Pargaonkar,F,1988-07-13
499449,1952-04-24,Ger,Nollmann,F,1991-07-15
499448,1957-07-17,Fox,Stifter,F,1991-02-13
499447,1959-10-21,Angus,Perna,F,1988-11-09
499446,1960-07-30,Susumu,Raney,F,1996-05-27
499445,1957-01-08,Junsik,Selvestrel,F,1986-04-10
499444,1955-07-14,Radoslaw,Hofting,F,1988-03-26
499443,1963-12-30,Zorica,Kushner,M,1986-11-22
499442,1956-10-01,Mara,Garrabrants,F,1986-07-24
499441,1957-04-19,Heeju,Buescher,F,1988-01-26
499440,1958-10-06,Ayonca,Marakhovsky,M,1987-03-24
499439,1961-09-12,Noritoshi,Siochi,M,1989-03-17
499438,1954-05-08,Tse,Kalsbeek,M,1986-02-25
499437,1956-09-27,Behnaam,Luef,M,1986-11-02
499436,1955-02-04,Takahiro,Ressouche,F,1992-05-09
499435,1953-04-08,Radhakrishnan,Paludetto,F,1992-11-15
499434,1955-12-09,Luerbio,Ressouche,M,1991-07-28
499433,1964-08-12,Fumiyo,Spataro,F,1988-11-02
499432,1959-03-29,Zhaofang,Braccini,M,1987-06-15
499431,1964-06-02,Feiyu,McFarlin,F,1985-03-27
499430,1960-02-06,Debatosh,Kisuki,F,1988-07-06
499429,1952-06-26,Gad,Ambroszkiewicz,M,1987-08-18
499428,1963-04-05,Garnik,Nanard,M,1985-04-03
499427,1964-08-31,Doowon,Oberman,F,1986-09-08
499426,1955-07-05,Piyush,Sundgren,F,1990-12-20
499425,1957-07-29,Beshir,Eastman,M,1985-09-18
499424,1954-04-10,Ortrun,Delaune,F,1998-01-03
499423,1953-04-19,Anyuan,Serot,M,1990-07-30
499422,1964-04-17,Lalit,Itschner,M,1991-02-10
499421,1961-02-13,Haldon,Beilner,M,1985-08-27
499420,1953-09-03,Sangeeta,Impagliazzo,F,1987-06-02
499419,1954-11-03,Mariusz,Demke,M,1993-10-03
499418,1952-02-24,Carrsten,Waeselynck,M,1994-06-24
499417,1959-04-23,Beshir,Wixon,M,1990-12-04
499416,1953-12-07,Spyrose,Riefers,M,1997-12-01
499415,1955-10-09,Annemarie,Wossner,F,1985-08-31
499414,1958-01-13,Xumin,Kabayashi,F,1986-04-13
499413,1957-01-30,Satosi,Aseltine,F,1989-02-13
499412,1962-05-31,Georgy,Butner,F,1989-10-02
499411,1960-01-18,Khoa,Thambidurai,M,1985-10-17
499410,1955-08-31,Sailaja,Benzaken,M,1986-02-16
499409,1959-11-22,Waiman,Marwedel,M,1986-12-28
499408,1962-02-20,Arif,McFarlan,F,1988-07-09
499407,1952-04-19,Gao,Kropatsch,F,1989-08-10
499406,1953-05-28,Jaewoo,Murillo,M,1985-06-08
499405,1959-10-29,Yaghout,Smeets,M,1989-07-08
499404,1963-01-30,Troy,Radivojevic,M,1991-08-03
499403,1960-11-05,Elrique,Ramras,F,1988-02-17
499402,1963-08-27,Khalil,Benzaken,F,1994-05-11
499401,1955-12-02,Ibibia,Gihr,F,1990-12-06
499400,1961-01-18,Constantine,Axelband,M,1989-03-22
499399,1956-08-07,Wanqing,Cromarty,F,1991-03-20
499398,1964-03-06,Vugranam,Chorvat,F,1987-06-24
499397,1954-04-06,Stamatina,Bernini,M,1986-03-03
499396,1962-11-19,Parviz,Backhouse,F,1993-11-09
499395,1958-11-16,Hideyuki,Uhrik,M,1986-05-17
499394,1960-07-27,Gaurav,Koyama,F,1995-08-09
499393,1960-07-14,Yongmao,Menhoudj,M,1986-11-03
499392,1962-05-18,Rayond,Nollmann,M,1990-12-06
499391,1961-06-03,Mingdong,Siprelle,F,1991-01-01
499390,1961-03-29,Zhaofang,Shinomoto,M,1994-08-11
499389,1958-12-14,Katsuo,Ferretti,F,1988-12-15
499388,1953-11-15,Kamakshi,Beerel,M,1990-10-15
499387,1963-08-09,Kien,Pfau,M,1985-12-02
499386,1953-03-23,Guoxiang,Simmel,F,1988-08-11
499385,1962-03-21,Eishiro,Nishimukai,F,1993-10-27
499384,1956-06-03,Vivian,Barbanera,M,1990-11-19
499383,1956-08-03,Munehiro,Brodie,F,1994-01-13
499382,1959-06-21,Danny,Rahimi,F,1995-01-11
499381,1961-11-26,Yoshinari,Kriebel,F,1988-09-22
499380,1954-10-30,Wonhee,Selenyi,M,1992-06-08
499379,1954-05-19,Denny,Rikino,M,1987-11-26
499378,1953-12-24,Leucio,Claffy,M,1990-07-31
499377,1956-12-10,Yucai,Brobst,F,1989-11-15
499376,1956-12-31,Quingbo,Heystek,M,1991-07-14
499375,1956-03-14,Huiqun,Swan,F,1988-09-18
499374,1953-11-24,Oguz,Plumb,M,1985-06-19
499373,1954-04-12,Maria,Haraldson,M,1992-06-07
499372,1953-07-11,Xuedong,Harbusch,M,1991-07-27
499371,1964-04-04,Nagui,Denis,M,1987-05-28
499370,1956-03-07,Leon,Showalter,M,1985-05-21
499369,1960-07-05,Hirochika,Koprowski,F,1991-12-25
499368,1953-07-07,Danco,Yetto,F,1990-08-15
499367,1962-01-08,Makato,Farris,F,1990-03-30
499366,1959-05-17,Ennio,Rattan,M,1988-03-19
499365,1957-05-09,Remzi,Hebert,M,1988-06-21
499364,1952-04-24,Khedija,Brodie,M,1990-09-25
499363,1954-05-12,Tomokazu,Spelt,F,1995-10-12
499362,1962-08-24,Mayuko,Heyers,M,1986-09-13
499361,1963-01-23,Sandeepan,Solares,F,1999-11-30
499360,1961-11-17,Shigeu,Straney,M,1988-04-21
499359,1962-07-18,Rosine,Alencar,M,1988-01-24
499358,1956-02-08,Peer,Gist,M,1992-07-28
499357,1954-06-19,Frederique,Hitomi,M,1986-11-15
499356,1959-04-16,Gurbir,Swab,F,1988-03-07
499355,1956-10-09,Adin,Eiron,M,1996-08-03
499354,1962-03-08,Kwangjo,Esteva,F,1987-11-01
499353,1960-03-18,Shaunak,Comellas,M,1987-01-07
499352,1953-01-11,Yuriy,Besselaar,F,1997-08-05
499351,1953-04-18,Leucio,Schwartzburd,F,1990-02-17
499350,1962-10-02,Dung,Khalid,M,1986-12-28
499349,1954-11-26,Zeljko,Cromarty,F,1990-02-20
499348,1952-06-25,Geoff,Gimbel,F,1989-07-29
499347,1953-03-28,Ugo,Schwartzbauer,F,1988-09-08
499346,1960-06-29,Jeane,Terlouw,M,1991-04-30
499345,1964-03-24,Tesuya,Gargeya,M,1985-11-29
499344,1961-03-29,Diederik,Potthoff,F,1995-06-24
499343,1954-04-20,Deborah,Swift,F,1994-08-18
499342,1954-12-29,Bezalel,Limongiello,F,1986-07-09
499341,1964-11-22,Jacopo,Cheshire,F,1986-09-02
499340,1964-10-26,Sreekrishna,Kaiserswerth,M,1985-08-31
499339,1961-02-21,Morris,Angel,M,1987-02-27
499338,1953-12-04,Goa,Haraldson,F,1992-05-19
499337,1954-03-06,Werner,Antonisse,F,1987-02-04
499336,1962-06-17,Lokesh,Janetzko,M,1987-01-26
499335,1964-10-09,Tomoyuki,Perna,M,1991-11-27
499334,1961-09-13,Panayotis,Takanami,F,1986-08-13
499333,1956-02-22,Jianhua,Schreiter,F,1993-06-27
499332,1959-10-18,Hyuncheol,Brender,M,1992-12-30
499331,1956-07-21,Petter,Kaminger,M,1988-06-21
499330,1958-12-06,Satosi,Stroustrup,F,1988-11-18
499329,1961-01-28,Ziva,Veevers,F,1996-11-03
499328,1961-05-21,Shigeaki,Ghelli,M,1989-12-09
499327,1954-06-29,Subhankar,Bardell,M,1993-04-26
499326,1959-02-23,Radoslaw,Ecklund,M,1988-08-16
499325,1964-08-27,Kensei,Kilgour,M,1989-05-24
499324,1964-02-17,Moni,Wolniewicz,M,1992-03-21
499323,1956-04-23,Mircea,Leslie,M,1994-04-08
499322,1953-03-11,Gregory,Pettis,F,1995-07-12
499321,1954-04-22,Subhrajyoti,Mahnke,F,1995-11-10
499320,1962-01-18,Angus,Barinka,M,1986-08-19
499319,1955-06-08,Shahab,Munch,M,1990-01-25
499318,1953-11-28,Hideyuki,Ozeki,M,1988-02-22
499317,1961-09-13,Toshiko,Masand,M,1989-06-26
499316,1964-10-24,Weiwu,Hettesheimer,F,1990-02-27
499315,1960-06-04,Sadegh,Snyers,F,1987-09-16
499314,1964-10-10,Satosi,Nyrup,M,1990-08-29
499313,1952-12-21,Munehiko,Sury,F,1987-11-12
499312,1955-01-15,Patricio,Sankaranarayanan,M,1987-05-17
499311,1956-07-25,Salvador,Peroz,F,1990-05-15
499310,1959-05-16,Masanao,Akaboshi,M,1993-10-28
499309,1961-03-13,Suzette,Kandlur,M,1991-08-11
499308,1952-05-02,Xianlong,Kirkerud,M,1996-03-20
499307,1953-04-16,Paddy,Ramras,F,1985-10-25
499306,1963-10-07,Eishiro,Chelton,M,1988-11-07
499305,1956-11-26,Tru,Aseltine,M,1991-08-31
499304,1953-09-14,Serap,Luga,F,1985-05-03
499303,1957-11-24,Subhada,Schaft,M,1987-09-14
499302,1963-12-27,King,Claffy,F,1988-07-13
499301,1959-11-23,Amabile,Fasbender,M,1993-02-26
499300,1962-01-08,Weiru,Walston,F,1995-09-23
499299,1957-06-18,Guoxiang,Pearson,M,1992-03-29
499298,1955-04-05,Abdelwaheb,Ebeling,F,1991-02-13
499297,1958-06-14,Pohua,Shumilov,F,1991-01-01
499296,1958-12-04,Mohan,England,M,1997-11-13
499295,1958-04-02,Marla,Ermel,M,1991-10-18
499294,1953-09-14,Stella,Alblas,F,1995-01-30
499293,1960-02-01,Aiichiro,Antonakopoulos,M,1991-05-20
499292,1955-09-12,Sarita,Schiettecatte,M,1986-05-25
499291,1955-01-01,Jaewon,Marrakchi,M,1991-09-10
499290,1960-09-06,Xiaoqiu,Oaver,M,1986-04-13
499289,1961-05-04,Debaprosad,Doering,M,1990-10-11
499288,1956-04-25,Atreye,Copas,M,1988-09-30
499287,1953-03-31,Aemilian,Papadias,F,1989-03-05
499286,1963-04-07,Jungsoon,Argence,M,1992-09-15
499285,1963-10-06,Nidapan,Birsak,M,1989-11-05
499284,1961-03-19,Shuho,Crooks,F,1990-03-26
499283,1962-08-23,Djenana,Soloway,F,1987-04-27
499282,1954-09-16,Rance,Lukaszewicz,M,1989-01-11
499281,1962-03-06,Lenore,Aloia,F,1988-05-08
499280,1961-12-18,Bodo,Rosay,M,1987-06-16
499279,1958-07-10,Kshitij,Petereit,M,1988-03-12
499278,1952-03-02,Huiqun,Isard,F,1990-04-16
499277,1960-06-06,Danai,Vigier,F,1990-08-06
499276,1954-06-19,Shrikanth,Luiz,M,1996-11-07
499275,1952-04-19,Shridhar,Zlotek,M,1985-07-22
499274,1958-05-27,Mayumi,Champarnaud,F,1989-08-08
499273,1957-06-09,Odinaldo,Muntz,F,1985-06-01
499272,1954-01-01,Ramzi,Luan,F,1989-07-17
499271,1959-03-15,Ghassan,Albarhamtoshy,F,1994-02-26
499270,1954-08-17,Xiahua,Luders,M,1993-07-23
499269,1959-12-31,Sanjay,Grandbois,M,1986-05-02
499268,1959-12-11,Pramod,Murtagh,M,1985-07-15
499267,1961-08-20,Xinyu,Lemarechal,M,1985-12-12
499266,1959-04-07,Shahar,Wynblatt,F,1990-07-18
499265,1963-12-09,Maria,Lubachevsky,M,1995-12-15
499264,1959-09-11,Yonghong,Mikschl,F,1993-08-07
499263,1963-01-31,Hidefumi,Kawashima,F,1991-04-30
499262,1954-10-03,Bogdan,Lenart,F,1995-09-26
499261,1956-06-16,Rosine,Trystram,M,1990-07-17
499260,1965-01-11,Danae,Honglei,M,1988-08-02
499259,1962-09-23,Weiwu,Pardalos,F,1985-04-25
499258,1956-04-14,Suvo,Minakawa,M,1986-07-01
499257,1953-03-08,Morrie,Serna,F,1990-03-09
499256,1959-10-16,Uma,Leslie,M,1995-10-06
499255,1961-02-08,Alselm,Chinen,F,1993-01-09
499254,1955-10-16,Djenana,Krzyzanowski,F,1992-01-06
499253,1958-04-11,Katsuyuki,Vendrig,F,1993-10-10
499252,1961-06-25,Weicheng,Andreotta,M,1992-09-27
499251,1957-01-30,Shim,Winter,M,1993-03-04
499250,1963-04-11,Khue,Callaway,M,1998-09-09
499249,1954-02-18,Huai,Conte,F,1990-03-18
499248,1964-05-01,Eran,Percebois,F,1985-03-02
499247,1953-01-01,Ranga,Bahr,F,1990-11-26
499246,1961-02-26,Branimir,Melichar,F,1998-02-05
499245,1964-09-18,Jungsoon,Brender,F,1987-04-02
499244,1962-11-12,Martien,McAlpine,F,1992-05-20
499243,1962-06-20,Temple,Litecky,F,1993-02-23
499242,1962-12-21,Stamatina,Apsitis,F,1989-08-09
499241,1958-02-27,Jovan,Levasseur,F,1993-06-12
499240,1954-03-16,Parke,Azumi,F,1990-12-02
499239,1952-04-13,Kish,Rouquie,M,1987-02-04
499238,1952-08-03,Jordanka,Wallrath,M,1988-03-17
499237,1952-06-22,Sashi,Delgrange,M,1994-08-23
499236,1953-11-15,Filipe,Khalid,F,1995-01-19
499235,1963-05-12,Marsha,Gecsei,M,1987-07-28
499234,1963-10-11,Djenana,Stenning,F,1989-07-20
499233,1952-04-26,Make,Azadmanesh,M,1990-08-27
499232,1958-01-13,Elliott,Bernatsky,M,1990-10-15
499231,1952-11-20,Padma,Hofmeyr,F,1987-02-10
499230,1953-09-21,Pranav,Beutelspacher,F,1987-06-07
499229,1953-06-06,Babette,Stille,M,1988-01-17
499228,1964-10-15,Aram,Cooke,M,1987-12-24
499227,1964-12-29,Karsten,Matzov,F,1988-01-26
499226,1963-02-02,Radhika,Chiola,M,1990-05-27
499225,1955-04-03,Constantijn,Dahlbom,M,1985-03-25
499224,1952-04-26,Souichi,Akiyama,M,1997-03-06
499223,1960-03-08,Kwangho,Goodrum,M,1990-06-01
499222,1958-10-04,Constantijn,Karunanithi,M,1985-02-18
499221,1956-04-17,Shuichi,Monkewich,M,1985-03-18
499220,1960-07-08,Kwok,Ratnaker,F,1985-06-05
499219,1956-04-03,Nigel,Geffroy,F,1990-09-15
499218,1962-07-31,Marl,Percebois,M,1987-03-29
499217,1959-03-24,Shunichi,Demir,F,1987-02-28
499216,1964-10-28,Zhensheng,Ranai,F,1987-07-08
499215,1958-02-22,Gen,Shinomoto,F,1988-07-23
499214,1964-03-07,Mohammed,Cappello,M,1989-02-18
499213,1953-07-05,Badri,Eugenio,M,1988-07-16
499212,1964-12-27,Gudjon,Hagimont,M,1994-10-29
499211,1953-12-11,Baoqiu,Raoux,F,1993-12-31
499210,1962-11-14,Chinhyun,Hiyoshi,M,1995-02-01
499209,1958-03-06,Christoper,Terwilliger,F,1991-01-13
499208,1958-09-06,Zhenhua,Vecchio,M,1991-05-02
499207,1960-11-16,Gay,Marrevee,F,1985-12-20
499206,1954-08-31,Dmitry,Kohling,M,1985-09-04
499205,1963-10-01,Filipp,Brattka,M,1988-08-07
499204,1960-10-19,Shmuel,Masaki,M,1994-09-07
499203,1953-02-21,Tua,Brlek,M,1993-12-08
499202,1959-06-29,Debatosh,Liesche,M,1987-05-24
499201,1958-11-02,Abdelkader,Ghazalie,F,1989-01-01
499200,1961-09-07,Renee,Huhdanpaa,M,1986-08-16
499199,1961-11-01,Tonny,Kroft,M,1995-05-01
499198,1957-07-21,Licheng,Khasidashvili,F,1995-03-11
499197,1954-09-10,Akemi,Rajaraman,M,1985-11-13
499196,1952-05-27,Perry,Orsini,M,1997-07-22
499195,1962-09-13,Adit,Baaleh,F,1991-05-02
499194,1965-01-29,Padma,Delgrange,M,1997-11-03
499193,1953-03-14,Vasilii,Viele,M,1994-09-30
499192,1959-09-18,Baoqiu,Lorho,M,1988-09-12
499191,1961-05-23,Mihalis,Mawatari,M,1986-05-29
499190,1958-08-06,Sasan,Mundy,F,1990-06-11
499189,1958-02-07,Duke,Ranst,M,1991-03-10
499188,1960-04-15,Abdulla,Honglei,M,1985-06-10
499187,1957-02-01,Beshir,Plessier,M,1990-12-10
499186,1956-02-18,Goetz,Vakili,M,1986-03-10
499185,1963-12-18,Jeane,Cappelli,M,1987-03-26
499184,1960-05-06,Xiaoheng,Jording,M,1988-10-21
499183,1957-08-10,Mikhail,Peris,M,1985-06-07
499182,1955-11-10,Rosita,Underwood,M,1989-04-29
499181,1957-04-26,Vitali,Basart,F,1988-10-26
499180,1963-11-06,Limsoon,Serdy,F,1991-11-01
499179,1956-02-21,Yuguang,Rousseau,F,1990-09-22
499178,1957-11-08,Vitali,Mayerwieser,F,1990-06-13
499177,1952-09-09,Masadi,Peres,M,1985-09-28
499176,1960-01-01,Jahangir,Pero,M,1985-07-13
499175,1957-05-15,Spyrose,Sankaranarayanan,F,1990-07-11
499174,1963-12-17,Odysseas,Zweizig,F,1985-09-17
499173,1962-08-22,Menkae,Sadowski,M,1989-01-25
499172,1956-12-17,Brendon,Hofting,F,1989-10-04
499171,1953-05-31,Michaela,Bamford,F,1986-10-13
499170,1963-11-17,Make,Auyong,M,1990-10-08
499169,1955-11-05,Zhensheng,Baumann,F,1989-03-20
499168,1954-03-28,Muneo,Peltason,M,1987-08-16
499167,1964-03-20,Khatoun,Range,M,1992-09-22
499166,1953-01-06,Kiyomitsu,Gini,M,1987-02-14
499165,1952-04-14,Odoardo,Welham,F,1992-04-11
499164,1958-06-22,Eben,Chorvat,M,1994-07-21
499163,1963-03-02,Pranay,Kabayashi,F,1993-05-04
499162,1962-11-15,Lidong,Bahl,F,1989-12-27
499161,1958-11-29,Kasturi,Zucker,M,1989-10-24
499160,1965-01-12,Urs,Rande,F,1990-01-25
499159,1954-07-24,Hauke,Bashian,M,1992-04-21
499158,1957-01-11,Sajjan,Godskesen,M,1995-05-30
499157,1957-11-15,Nahid,Miara,M,1988-08-03
499156,1953-01-07,Gou,Zaiane,M,1988-03-29
499155,1952-03-30,Susumu,Pintelas,M,1994-02-17
499154,1957-05-24,Seongbae,Fujisawa,M,1991-02-07
499153,1958-04-10,Arun,Roccetti,M,1994-05-05
499152,1958-02-15,Yongqiao,Heusch,M,1985-07-24
499151,1961-02-07,Aleksandar,Vickson,M,1986-08-14
499150,1952-07-06,Koichi,Vernadat,M,1986-11-24
499149,1952-08-11,Genki,Dredge,F,1987-06-07
499148,1962-01-08,Uzi,Ravishankar,F,1998-02-03
499147,1959-05-12,Anneke,Giveon,F,1994-01-10
499146,1954-05-25,Manibrata,Rullman,F,1986-11-08
499145,1961-08-02,Zdislav,Sooriamurthi,F,1991-11-23
499144,1955-11-05,Heping,Tempesti,M,1992-02-28
499143,1956-08-21,Hongzue,Schade,M,1988-01-13
499142,1956-08-26,Christoph,Bhattacharjee,F,1985-06-15
499141,1957-08-19,Charmane,Glinert,M,1985-06-27
499140,1953-09-10,Joydip,Fraisse,M,1994-06-08
499139,1953-06-24,Jouni,Garigliano,F,1995-01-10
499138,1962-04-28,Georg,Xiaoshan,M,1988-01-27
499137,1953-09-25,Seongbae,Burnard,M,1990-06-21
499136,1964-11-27,Thodoros,Simkin,M,1992-08-09
499135,1962-08-01,Gennady,Bahl,M,1992-02-04
499134,1952-04-13,Xinan,Rosch,M,1985-07-14
499133,1953-03-04,Shahab,Pfau,F,1988-07-02
499132,1954-05-20,Leucio,Cyre,M,1988-02-06
499131,1961-05-29,Rayond,Pargas,M,1988-10-04
499130,1954-09-07,Hitomi,Bultermann,M,1988-10-21
499129,1962-09-24,Rutger,Perin,F,1990-06-13
499128,1953-02-14,Conal,Swiler,F,1986-06-18
499127,1964-11-13,Katsuo,Esposito,M,1986-10-31
499126,1952-06-12,Stevo,Badache,M,1991-09-26
499125,1964-07-16,Gadiel,Klyachko,M,1992-09-26
499124,1959-08-31,Aiichiro,Rothenberg,F,1988-12-08
499123,1957-09-25,Tzvetan,Highland,M,1987-02-14
499122,1958-07-16,Fan,Rajaraman,F,1985-03-28
499121,1960-01-20,Fumiya,Klassen,F,1986-03-23
499120,1956-02-04,Anneli,Fiutem,F,1985-08-20
499119,1964-02-08,Shigeichiro,Koyama,F,1990-06-17
499118,1961-05-11,Tse,Serna,M,1993-08-27
499117,1955-01-18,Yongqiao,Bridgland,M,1994-08-04
499116,1961-12-09,Paddy,Serdy,M,1997-01-28
499115,1962-09-15,Goo,Godskesen,M,1987-09-19
499114,1961-04-06,Shao,Lanteri,M,1989-08-14
499113,1957-04-12,Divine,Melton,F,1987-04-18
499112,1956-03-10,Niclas,Vidal,M,1998-07-10
499111,1957-02-01,Noritoshi,Jahnichen,F,1991-10-01
499110,1955-12-31,Lijia,Zultner,M,1991-12-28
499109,1954-05-21,Adel,Laurillard,M,1991-04-23
499108,1959-06-28,Gio,Negoita,F,1985-07-11
499107,1964-10-01,Ennio,Alencar,F,1991-06-07
499106,1956-07-19,Shuichi,Fioravanti,M,1989-09-17
499105,1962-02-02,Tianruo,Ramalingam,M,1989-08-26
499104,1959-06-27,Serif,Nations,M,1987-04-02
499103,1962-02-03,Harngdar,Melton,M,1993-11-15
499102,1963-09-21,Shounak,Guenter,F,1990-03-12
499101,1957-01-22,Rafols,Lodder,F,1988-11-15
499100,1958-03-23,Haldun,Magliocco,M,1990-05-06
499099,1963-08-31,Janche,Meszaros,F,1990-02-12
499098,1959-07-20,Sachem,Milicic,M,1992-08-02
499097,1953-12-07,Guadalupe,Farrow,F,1986-11-29
499096,1958-06-12,Aamer,Vidya,M,1986-03-23
499095,1956-07-11,Sachar,Kornyak,F,1989-03-22
499094,1963-07-13,Arco,Leslie,M,1988-04-20
499093,1960-12-02,Gererd,Braccini,M,1993-08-22
499092,1954-08-05,Kankanahalli,Vingron,M,1991-08-22
499091,1952-09-24,Elvis,Kohling,F,1986-02-25
499090,1954-07-01,Mikhail,Baezner,F,1985-08-09
499089,1964-12-07,Mona,Riesenhuber,M,1986-01-31
499088,1952-06-24,Sanjeeva,Pashtan,F,1992-01-21
499087,1962-11-12,Guiseppe,Juneja,M,1988-06-09
499086,1952-12-06,Otilia,Potthoff,M,1991-10-08
499085,1959-11-27,Sanjay,Sigstam,F,1988-06-19
499084,1956-05-18,Irene,Rothe,M,1986-03-18
499083,1960-03-28,Seongbin,Lamparter,F,1987-11-04
499082,1962-05-13,Saeed,Speckmann,F,1987-12-16
499081,1964-11-02,Kauko,Halloran,F,1987-05-06
499080,1954-09-21,Dharmaraja,Marciano,M,1987-06-03
499079,1962-12-17,Honesty,Merey,M,1985-06-25
499078,1953-07-28,Subbu,Bojadziev,F,1993-01-07
499077,1955-06-28,Huei,Taneja,F,1989-08-15
499076,1958-05-02,Vasilis,Juneja,F,1989-01-17
499075,1962-03-09,Dzung,Pauthner,M,1988-10-25
499074,1964-04-10,Weiwu,Tsukuda,F,1988-04-18
499073,1954-02-11,Babette,Liedekerke,M,1991-12-09
499072,1955-08-08,Rimon,Speckmann,F,1993-06-17
499071,1961-02-21,Mabry,Coombs,F,1987-06-01
